0.001 1 0.00199998
0.006 1.00003 0.0119982
0.011 1.00012 0.0219904
0.016 1.00025 0.0319724
0.021 1.00044 0.0419399
0.026 1.00067 0.0518888
0.031 1.00095 0.0618147
0.036 1.00129 0.0717134
0.041 1.00167 0.0815807
0.046 1.0021 0.0914124
0.051 1.00258 0.101204
0.056 1.00311 0.110952
0.061 1.00369 0.120651
0.066 1.00432 0.130298
0.071 1.00499 0.139889
0.076 1.00571 0.149418
0.081 1.00648 0.158883
0.086 1.0073 0.168278
0.091 1.00816 0.1776
0.096 1.00908 0.186844
0.101 1.01003 0.196007
0.106 1.01103 0.205084
0.111 1.01208 0.214071
0.116 1.01317 0.222965
0.121 1.01431 0.23176
0.126 1.01549 0.240454
0.131 1.01671 0.249041
0.136 1.01798 0.257518
0.141 1.01929 0.265882
0.146 1.02063 0.274127
0.151 1.02203 0.28225
0.156 1.02346 0.290248
0.161 1.02493 0.298116
0.166 1.02644 0.30585
0.171 1.02798 0.313447
0.176 1.02957 0.320902
0.181 1.03119 0.328213
0.186 1.03285 0.335375
0.191 1.03454 0.342384
0.196 1.03627 0.349238
0.201 1.03803 0.355931
0.206 1.03983 0.362462
0.211 1.04166 0.368825
0.216 1.04352 0.375018
0.221 1.04541 0.381037
0.226 1.04733 0.386879
0.231 1.04927 0.392541
0.236 1.05125 0.398019
0.241 1.05325 0.403309
0.246 1.05528 0.408409
0.251 1.05734 0.413316
0.256 1.05941 0.418027
0.261 1.06151 0.422537
0.266 1.06364 0.426846
0.271 1.06578 0.430948
0.276 1.06795 0.434843
0.281 1.07013 0.438527
0.286 1.07233 0.441997
0.291 1.07455 0.445251
0.296 1.07678 0.448287
0.301 1.07903 0.451101
0.306 1.08129 0.453692
0.311 1.08357 0.456057
0.316 1.08585 0.458195
0.321 1.08815 0.460102
0.326 1.09045 0.461777
0.331 1.09276 0.463219
0.336 1.09508 0.464425
0.341 1.09741 0.465394
0.346 1.09974 0.466124
0.351 1.10207 0.466614
0.356 1.1044 0.466862
0.361 1.10674 0.466867
0.366 1.10907 0.466629
0.371 1.1114 0.466145
0.376 1.11373 0.465415
0.381 1.11606 0.464438
0.386 1.11838 0.463214
0.391 1.12069 0.461743
0.396 1.12299 0.460023
0.401 1.12529 0.458054
0.406 1.12757 0.455837
0.411 1.12985 0.453371
0.416 1.13211 0.450656
0.421 1.13435 0.447693
0.426 1.13659 0.444483
0.431 1.1388 0.441025
0.436 1.141 0.437321
0.441 1.14317 0.433371
0.446 1.14533 0.429176
0.451 1.14746 0.424737
0.456 1.14958 0.420056
0.461 1.15167 0.415135
0.466 1.15373 0.409974
0.471 1.15577 0.404576
0.476 1.15778 0.398942
0.481 1.15976 0.393074
0.486 1.16171 0.386975
0.491 1.16363 0.380647
0.496 1.16551 0.374093
0.501 1.16737 0.367314
0.506 1.16919 0.360315
0.511 1.17097 0.353097
0.516 1.17272 0.345664
0.521 1.17443 0.33802
0.526 1.1761 0.330167
0.531 1.17773 0.322109
0.536 1.17932 0.31385
0.541 1.18087 0.305394
0.546 1.18238 0.296744
0.551 1.18384 0.287906
0.556 1.18526 0.278882
0.561 1.18663 0.269678
0.566 1.18796 0.260297
0.571 1.18923 0.250746
0.576 1.19047 0.241027
0.581 1.19165 0.231147
0.586 1.19278 0.221111
0.591 1.19386 0.210922
0.596 1.19489 0.200588
0.601 1.19587 0.190112
0.606 1.19679 0.179501
0.611 1.19766 0.168761
0.616 1.19848 0.157896
0.621 1.19924 0.146912
0.626 1.19995 0.135816
0.631 1.2006 0.124614
0.636 1.2012 0.113311
0.641 1.20174 0.101913
0.646 1.20222 0.0904271
0.651 1.20264 0.0788591
0.656 1.20301 0.0672153
0.661 1.20332 0.0555021
0.666 1.20357 0.0437259
0.671 1.20376 0.0318931
0.676 1.20389 0.0200103
0.681 1.20396 0.00808383
0.686 1.20397 -0.00387962
0.691 1.20392 -0.0158735
0.696 1.20381 -0.0278913
0.701 1.20365 -0.0399264
0.706 1.20342 -0.0519721
0.711 1.20313 -0.0640219
0.716 1.20278 -0.0760692
0.721 1.20237 -0.0881073
0.726 1.2019 -0.10013
0.731 1.20137 -0.11213
0.736 1.20078 -0.124102
0.741 1.20013 -0.136038
0.746 1.19942 -0.147933
0.751 1.19865 -0.159779
0.756 1.19783 -0.171572
0.761 1.19694 -0.183304
0.766 1.196 -0.194968
0.771 1.19499 -0.20656
0.776 1.19393 -0.218073
0.781 1.19281 -0.2295
0.786 1.19164 -0.240837
0.791 1.19041 -0.252077
0.796 1.18912 -0.263214
0.801 1.18778 -0.274242
0.806 1.18638 -0.285157
0.811 1.18493 -0.295953
0.816 1.18342 -0.306624
0.821 1.18186 -0.317165
0.826 1.18025 -0.327571
0.831 1.17859 -0.337837
0.836 1.17688 -0.347958
0.841 1.17511 -0.357929
0.846 1.1733 -0.367746
0.851 1.17144 -0.377405
0.856 1.16953 -0.3869
0.861 1.16757 -0.396228
0.866 1.16557 -0.405384
0.871 1.16352 -0.414365
0.876 1.16142 -0.423167
0.881 1.15929 -0.431785
0.886 1.15711 -0.440218
0.891 1.15489 -0.44846
0.896 1.15263 -0.456509
0.901 1.15032 -0.464362
0.906 1.14798 -0.472016
0.911 1.1456 -0.479468
0.916 1.14319 -0.486716
0.921 1.14074 -0.493756
0.926 1.13825 -0.500587
0.931 1.13573 -0.507207
0.936 1.13318 -0.513612
0.941 1.1306 -0.519802
0.946 1.12799 -0.525775
0.951 1.12534 -0.531529
0.956 1.12267 -0.537062
0.961 1.11997 -0.542374
0.966 1.11725 -0.547462
0.971 1.1145 -0.552327
0.976 1.11173 -0.556967
0.981 1.10893 -0.561382
0.986 1.10612 -0.56557
0.991 1.10328 -0.569531
0.996 1.10042 -0.573266
1.001 1.09755 -0.576773
1.006 1.09465 -0.580053
1.011 1.09175 -0.583106
1.016 1.08882 -0.585932
1.021 1.08589 -0.588531
1.026 1.08294 -0.590904
1.031 1.07998 -0.593051
1.036 1.07701 -0.594973
1.041 1.07403 -0.59667
1.046 1.07104 -0.598145
1.051 1.06805 -0.599396
1.056 1.06505 -0.600427
1.061 1.06205 -0.601237
1.066 1.05904 -0.601828
1.071 1.05603 -0.602202
1.076 1.05302 -0.60236
1.081 1.05001 -0.602304
1.086 1.04699 -0.602035
1.091 1.04399 -0.601556
1.096 1.04098 -0.600867
1.101 1.03798 -0.599971
1.106 1.03498 -0.59887
1.111 1.03199 -0.597567
1.116 1.029 -0.596062
1.121 1.02603 -0.594359
1.126 1.02306 -0.59246
1.131 1.0201 -0.590367
1.136 1.01716 -0.588083
1.141 1.01422 -0.58561
1.146 1.0113 -0.58295
1.151 1.00839 -0.580107
1.156 1.0055 -0.577083
1.161 1.00262 -0.57388
1.166 0.99976 -0.570502
1.171 0.996916 -0.566951
1.176 0.99409 -0.56323
1.181 0.991283 -0.559342
1.186 0.988496 -0.55529
1.191 0.98573 -0.551077
1.196 0.982985 -0.546706
1.201 0.980262 -0.54218
1.206 0.977563 -0.537501
1.211 0.974887 -0.532674
1.216 0.972235 -0.527701
1.221 0.969609 -0.522585
1.226 0.967009 -0.51733
1.231 0.964435 -0.511938
1.236 0.961889 -0.506413
1.241 0.95937 -0.500758
1.246 0.956881 -0.494977
1.251 0.95442 -0.489072
1.256 0.951989 -0.483046
1.261 0.949589 -0.476904
1.266 0.947219 -0.470648
1.271 0.944881 -0.464282
1.276 0.942575 -0.457808
1.281 0.940302 -0.451231
1.286 0.938062 -0.444553
1.291 0.935856 -0.437778
1.296 0.933683 -0.430909
1.301 0.931546 -0.423949
1.306 0.929443 -0.416902
1.311 0.927376 -0.40977
1.316 0.925344 -0.402558
1.321 0.923349 -0.395268
1.326 0.92139 -0.387904
1.331 0.919469 -0.380469
1.336 0.917585 -0.372967
1.341 0.915738 -0.3654
1.346 0.913929 -0.357771
1.351 0.912159 -0.350085
1.356 0.910427 -0.342344
1.361 0.908735 -0.334551
1.366 0.907081 -0.32671
1.371 0.905466 -0.318823
1.376 0.903891 -0.310895
1.381 0.902356 -0.302928
1.386 0.900861 -0.294925
1.391 0.899405 -0.28689
1.396 0.89799 -0.278825
1.401 0.896616 -0.270734
1.406 0.895282 -0.26262
1.411 0.893988 -0.254486
1.416 0.892736 -0.246334
1.421 0.891524 -0.238169
1.426 0.890353 -0.229992
1.431 0.889222 -0.221808
1.436 0.888133 -0.213618
1.441 0.887085 -0.205427
1.446 0.886078 -0.197236
1.451 0.885111 -0.18905
1.456 0.884186 -0.18087
1.461 0.883301 -0.1727
1.466 0.882457 -0.164543
1.471 0.881654 -0.156401
1.476 0.880892 -0.148277
1.481 0.88017 -0.140174
1.486 0.879489 -0.132096
1.491 0.878848 -0.124044
1.496 0.878247 -0.116022
1.501 0.877686 -0.108032
1.506 0.877165 -0.100077
1.511 0.876684 -0.0921593
1.516 0.876242 -0.0842824
1.521 0.87584 -0.0764486
1.526 0.875476 -0.0686605
1.531 0.875152 -0.0609208
1.536 0.874866 -0.053232
1.541 0.874618 -0.0455967
1.546 0.874408 -0.0380176
1.551 0.874237 -0.0304971
1.556 0.874102 -0.0230378
1.561 0.874005 -0.0156422
1.566 0.873944 -0.00831268
1.571 0.87392 -0.0010518
1.576 0.873933 0.00613804
1.581 0.87398 0.0132544
1.586 0.874064 0.020295
1.591 0.874182 0.0272574
1.596 0.874335 0.0341392
1.601 0.874522 0.0409382
1.606 0.874743 0.0476521
1.611 0.874998 0.0542785
1.616 0.875285 0.0608153
1.621 0.875604 0.0672603
1.626 0.875956 0.0736112
1.631 0.876339 0.0798658
1.636 0.876754 0.0860222
1.641 0.877198 0.092078
1.646 0.877673 0.0980313
1.651 0.878178 0.10388
1.656 0.878711 0.109622
1.661 0.879273 0.115255
1.666 0.879862 0.120778
1.671 0.880479 0.126188
1.676 0.881123 0.131484
1.681 0.881793 0.136663
1.686 0.882489 0.141725
1.691 0.883209 0.146666
1.696 0.883954 0.151485
1.701 0.884723 0.156181
1.706 0.885515 0.160751
1.711 0.88633 0.165194
1.716 0.887166 0.169509
1.721 0.888024 0.173693
1.726 0.888902 0.177746
1.731 0.8898 0.181665
1.736 0.890718 0.185449
1.741 0.891654 0.189097
1.746 0.892608 0.192606
1.751 0.893579 0.195977
1.756 0.894567 0.199207
1.761 0.895571 0.202295
1.766 0.896589 0.205239
1.771 0.897622 0.208039
1.776 0.898669 0.210694
1.781 0.899729 0.213201
1.786 0.9008 0.21556
1.791 0.901884 0.217771
1.796 0.902977 0.219831
1.801 0.904081 0.22174
1.806 0.905194 0.223497
1.811 0.906316 0.225102
1.816 0.907445 0.226552
1.821 0.908581 0.227848
1.826 0.909723 0.228989
1.831 0.91087 0.229973
1.836 0.912022 0.230801
1.841 0.913178 0.231472
1.846 0.914336 0.231984
1.851 0.915497 0.232339
1.856 0.91666 0.232535
1.861 0.917822 0.232571
1.866 0.918985 0.232449
1.871 0.920147 0.232166
1.876 0.921306 0.231724
1.881 0.922464 0.231121
1.886 0.923617 0.230358
1.891 0.924767 0.229435
1.896 0.925912 0.228351
1.901 0.927051 0.227108
